Sample: Sample_ID_submitter,File: Raw_or_Processed,File: File_format,File: contents,File: File_name,File: Genome_build,File: Number of cases and controls,File: Processed_date,Processing_steps:Pipeline_info,Processing_steps:Annotation_info,Processing_steps:Normalization_info,Processing_steps: Genotype level QC (xQTL),Processing_steps: Genotype level imputation (xQTL),Processing_steps: Genotype level QC (WGS/WES),File: md5sum,File: Transferred_date,File: File_size
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 2,MiGA.GTS.chr2.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 3,MiGA.GTS.chr3.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 4,MiGA.GTS.chr4.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 5,MiGA.GTS.chr5.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 6,MiGA.GTS.chr6.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 7,MiGA.GTS.chr7.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 8,MiGA.GTS.chr8.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 9,MiGA.GTS.chr9.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 10,MiGA.GTS.chr10.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 11,MiGA.GTS.chr11.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 12,MiGA.GTS.chr12.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 13,MiGA.GTS.chr13.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 14,MiGA.GTS.chr14.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 15,MiGA.GTS.chr15.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 16,MiGA.GTS.chr16.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 17,MiGA.GTS.chr17.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 18,MiGA.GTS.chr18.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 19,MiGA.GTS.chr19.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 20,MiGA.GTS.chr20.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 21,MiGA.GTS.chr21.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"13-080, 14-005, 14-015, 14-029, 14-051, 14-069, 14-075, 15-018, 15-055, 15-075, 15-077, 15-087, 15-089, 15-093, 15-097, 15-107, 15-110, 16-003, 16-027, 16-028, 16-033, 16-046, 16-049, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-112, 16-116, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-013, 17-015, 17-016, 17-029, 17-032, 17-043, 17-074, 17-078, 17-094, 17-097, 17-099, 17-102, 17-121, 17-124, 17-136, 17-148, 18-010, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Empirical Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 22,MiGA.GTS.chr22.emprical.cis_sumstats.txt,hg38,35 cases / 28 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"15-021, 15-024, 15-032, 15-041, 15-074, 15-087, 15-089, 15-101, 15-107, 16-003, 16-016, 16-024, 16-028, 16-033, 16-046, 16-049, 16-056, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-111, 16-112, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-012, 17-013, 17-015, 17-016, 17-017, 17-029, 17-032, 17-074, 17-078, 17-092, 17-094, 17-099, 17-102, 17-124, 17-128, 17-136, 17-148, 18-010, 18-012, 18-018, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Nominal Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 1,MiGA.THA.chr1.norminal.cis_long_table.txt,hg38,41 cases / 19 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"15-021, 15-024, 15-032, 15-041, 15-074, 15-087, 15-089, 15-101, 15-107, 16-003, 16-016, 16-024, 16-028, 16-033, 16-046, 16-049, 16-056, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-111, 16-112, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-012, 17-013, 17-015, 17-016, 17-017, 17-029, 17-032, 17-074, 17-078, 17-092, 17-094, 17-099, 17-102, 17-124, 17-128, 17-136, 17-148, 18-010, 18-012, 18-018, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Nominal Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 2,MiGA.THA.chr2.norminal.cis_long_table.txt,hg38,41 cases / 19 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
"15-021, 15-024, 15-032, 15-041, 15-074, 15-087, 15-089, 15-101, 15-107, 16-003, 16-016, 16-024, 16-028, 16-033, 16-046, 16-049, 16-056, 16-062, 16-065, 16-067, 16-078, 16-080, 16-110, 16-111, 16-112, 16-117, 16-118, 16-137, 17-003, 17-005, 17-009, 17-012, 17-013, 17-015, 17-016, 17-017, 17-029, 17-032, 17-074, 17-078, 17-092, 17-094, 17-099, 17-102, 17-124, 17-128, 17-136, 17-148, 18-010, 18-012, 18-018, 18-021, 18-023, 18-039, 18-063, 18-064, 18-074, 18-079, 18-105, 18-112",Processed,TensorQTL Nominal Summary Statistics (txt file),cis-eQTL Summary Statistics for Chromosome 3,MiGA.THA.chr3.norminal.cis_long_table.txt,hg38,41 cases / 19 controls,10-02-2022,FGC xQTL pipeline,dbSNP v150,TPM,"(xQTL Pipeline Defaults), kinship coefficient: 0.0625, PCs: 4, MAF for PCA: 0.01, MAC for single variatn analysis: 5, Variant level missingness threshold: 0.1, Sample level missingness threshold: 0.1",TopMed Imputation,NA,NR,NR,NR
